"rt","key_press","immOpt","delOpt","delay","task","randomize","trial_type","trial_index","time_elapsed","internal_node_id","choice","timelineType","startdate","starttime","subject_id"
"243.80000001192093","80","49.96","50.00","90","reward","0","html-keyboard-response","363","305363","0.0-4.0-2.0-1.0-0.33","delayed","trial","27/05/2022","11:17:19","w0gzm0ufe"
"507.09999999403954","80","14.65","20.00","365","reward","0","html-keyboard-response","366","307877","0.0-4.0-2.0-1.0-0.34","delayed","trial","27/05/2022","11:17:19","w0gzm0ufe"
"421.80000001192093","81","0.09","5.00","90","reward","0","html-keyboard-response","369","310309","0.0-4.0-2.0-1.0-0.35","immediate","trial","27/05/2022","11:17:19","w0gzm0ufe"
"411.09999999403954","80","9.96","10.00","365","reward","0","html-keyboard-response","372","312726","0.0-4.0-2.0-1.0-0.36","delayed","trial","27/05/2022","11:17:19","w0gzm0ufe"
"564.4000000059605","81","5.26","10.00","90","reward","1","html-keyboard-response","375","315295","0.0-4.0-2.0-1.0-0.37","delayed","trial","27/05/2022","11:17:19","w0gzm0ufe"
"370.09999999403954","80","19.99","20.00","30","reward","1","html-keyboard-response","378","317671","0.0-4.0-2.0-1.0-0.38","immediate","trial","27/05/2022","11:17:19","w0gzm0ufe"
"443","80","4.99","5.00","30","reward","1","html-keyboard-response","381","320122","0.0-4.0-2.0-1.0-0.39","immediate","trial","27/05/2022","11:17:19","w0gzm0ufe"
"521.5","80","-45.87","-50.00","90","loss","1","html-keyboard-response","385","322913","0.0-4.0-3.0-1.0-0.0","immediate","trial","27/05/2022","11:17:19","w0gzm0ufe"
"369","80","-1.08","-5.00","365","loss","0","html-keyboard-response","388","325291","0.0-4.0-3.0-1.0-0.1","delayed","trial","27/05/2022","11:17:19","w0gzm0ufe"
"247.2000000178814","80","-0.01","-5.00","1095","loss","0","html-keyboard-response","391","327548","0.0-4.0-3.0-1.0-0.2","delayed","trial","27/05/2022","11:17:19","w0gzm0ufe"
"300.7999999821186","80","-19.98","-20.00","90","loss","1","html-keyboard-response","394","329860","0.0-4.0-3.0-1.0-0.3","immediate","trial","27/05/2022","11:17:19","w0gzm0ufe"
"1432.300000011921","80","-19.96","-20.00","180","loss","1","html-keyboard-response","397","333300","0.0-4.0-3.0-1.0-0.4","immediate","trial","27/05/2022","11:17:19","w0gzm0ufe"
"330.5","80","-2.15","-10.00","365","loss","0","html-keyboard-response","400","335637","0.0-4.0-3.0-1.0-0.5","delayed","trial","27/05/2022","11:17:19","w0gzm0ufe"
"322.59999999403954","80","-4.98","-5.00","365","loss","1","html-keyboard-response","403","337965","0.0-4.0-3.0-1.0-0.6","immediate","trial","27/05/2022","11:17:19","w0gzm0ufe"
"649.5","80","-4.18","-50.00","1095","loss","1","html-keyboard-response","406","340623","0.0-4.0-3.0-1.0-0.7","immediate","trial","27/05/2022","11:17:19","w0gzm0ufe"
"344.5","81","-9.89","-10.00","1095","loss","1","html-keyboard-response","409","342973","0.0-4.0-3.0-1.0-0.8","delayed","trial","27/05/2022","11:17:19","w0gzm0ufe"
"516.5","80","-19.78","-20.00","1095","loss","0","html-keyboard-response","412","345497","0.0-4.0-3.0-1.0-0.9","delayed","trial","27/05/2022","11:17:19","w0gzm0ufe"
"286.2999999821186","81","-1.79","-5.00","180","loss","1","html-keyboard-response","415","347790","0.0-4.0-3.0-1.0-0.10","delayed","trial","27/05/2022","11:17:19","w0gzm0ufe"
"287.09999999403954","80","-36.63","-50.00","365","loss","1","html-keyboard-response","418","350083","0.0-4.0-3.0-1.0-0.11","immediate","trial","27/05/2022","11:17:19","w0gzm0ufe"
"246.5","81","-19.93","-20.00","365","loss","1","html-keyboard-response","421","352337","0.0-4.0-3.0-1.0-0.12","delayed","trial","27/05/2022","11:17:19","w0gzm0ufe"
"405.90000000596046","80","-0.91","-50.00","90","loss","1","html-keyboard-response","424","354752","0.0-4.0-3.0-1.0-0.13","immediate","trial","27/05/2022","11:17:19","w0gzm0ufe"
