"rt","key_press","immOpt","delOpt","delay","task","randomize","trial_type","trial_index","time_elapsed","internal_node_id","choice","timelineType","startdate","starttime","subject_id"
"466.39999999990687","80","-0.53","-10.00","30","loss","0","html-keyboard-response","254","225625","0.0-4.0-1.0-1.0-0.37","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"409.5","81","-2.39","-5.00","1095","loss","1","html-keyboard-response","257","228043","0.0-4.0-1.0-1.0-0.38","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"523.8999999999069","81","-19.96","-20.00","180","loss","1","html-keyboard-response","260","230573","0.0-4.0-1.0-1.0-0.39","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"642.6000000000931","80","0.26","5.00","30","reward","1","html-keyboard-response","264","235877","0.0-4.0-2.0-1.0-0.0","immediate","trial","04/03/2022","16:59:47","p992kaz2f"
"399.29999999981374","80","0.91","50.00","90","reward","0","html-keyboard-response","267","238283","0.0-4.0-2.0-1.0-0.1","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"395.10000000009313","80","49.99","50.00","7","reward","0","html-keyboard-response","270","240684","0.0-4.0-2.0-1.0-0.2","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"302.1999999997206","80","7.33","10.00","365","reward","0","html-keyboard-response","273","242991","0.0-4.0-2.0-1.0-0.3","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"287.29999999981374","80","19.96","20.00","180","reward","0","html-keyboard-response","276","245286","0.0-4.0-2.0-1.0-0.4","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"293.20000000018626","80","9.98","10.00","180","reward","0","html-keyboard-response","279","247585","0.0-4.0-2.0-1.0-0.5","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"306.5","80","9.17","10.00","90","reward","0","html-keyboard-response","282","249897","0.0-4.0-2.0-1.0-0.6","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"255.79999999981374","80","3.57","10.00","180","reward","1","html-keyboard-response","285","252161","0.0-4.0-2.0-1.0-0.7","immediate","trial","04/03/2022","16:59:47","p992kaz2f"
"342.40000000037253","80","49.82","50.00","365","reward","0","html-keyboard-response","288","254509","0.0-4.0-2.0-1.0-0.8","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"371.10000000009313","80","4.85","5.00","30","reward","1","html-keyboard-response","291","256889","0.0-4.0-2.0-1.0-0.9","immediate","trial","04/03/2022","16:59:47","p992kaz2f"
"325.8000000002794","80","45.87","50.00","90","reward","1","html-keyboard-response","294","259223","0.0-4.0-2.0-1.0-0.10","immediate","trial","04/03/2022","16:59:47","p992kaz2f"
"315.60000000009313","80","5.26","10.00","90","reward","1","html-keyboard-response","297","261543","0.0-4.0-2.0-1.0-0.11","immediate","trial","04/03/2022","16:59:47","p992kaz2f"
"349.20000000018626","80","0.46","50.00","180","reward","1","html-keyboard-response","300","263903","0.0-4.0-2.0-1.0-0.12","immediate","trial","04/03/2022","16:59:47","p992kaz2f"
"372.5","80","19.99","20.00","30","reward","0","html-keyboard-response","303","266283","0.0-4.0-2.0-1.0-0.13","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"215.89999999990687","80","15.38","20.00","30","reward","1","html-keyboard-response","306","268505","0.0-4.0-2.0-1.0-0.14","immediate","trial","04/03/2022","16:59:47","p992kaz2f"
"364.10000000009313","80","1.08","5.00","365","reward","0","html-keyboard-response","309","270877","0.0-4.0-2.0-1.0-0.15","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"357.10000000009313","80","26.32","50.00","90","reward","1","html-keyboard-response","312","273245","0.0-4.0-2.0-1.0-0.16","immediate","trial","04/03/2022","16:59:47","p992kaz2f"
"348.70000000018626","80","10.53","20.00","90","reward","1","html-keyboard-response","315","275604","0.0-4.0-2.0-1.0-0.17","immediate","trial","04/03/2022","16:59:47","p992kaz2f"
"382.89999999990687","80","4.99","5.00","180","reward","0","html-keyboard-response","318","277995","0.0-4.0-2.0-1.0-0.18","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"803.6000000000931","80","14.65","20.00","365","reward","0","html-keyboard-response","321","280805","0.0-4.0-2.0-1.0-0.19","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"427.60000000009313","80","9.99","10.00","7","reward","1","html-keyboard-response","324","283240","0.0-4.0-2.0-1.0-0.20","immediate","trial","04/03/2022","16:59:47","p992kaz2f"
"481.89999999990687","80","46.73","50.00","7","reward","1","html-keyboard-response","327","285726","0.0-4.0-2.0-1.0-0.21","immediate","trial","04/03/2022","16:59:47","p992kaz2f"
"376.60000000009313","80","0.09","10.00","180","reward","0","html-keyboard-response","330","288112","0.0-4.0-2.0-1.0-0.22","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"1260","80","2.15","10.00","365","reward","1","html-keyboard-response","333","291379","0.0-4.0-2.0-1.0-0.23","immediate","trial","04/03/2022","16:59:47","p992kaz2f"
"928.2999999998137","80","16.95","20.00","180","reward","1","html-keyboard-response","336","294317","0.0-4.0-2.0-1.0-0.24","immediate","trial","04/03/2022","16:59:47","p992kaz2f"
"485.10000000009313","80","0.18","20.00","180","reward","0","html-keyboard-response","339","296807","0.0-4.0-2.0-1.0-0.25","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"588","80","7.69","10.00","30","reward","1","html-keyboard-response","342","299400","0.0-4.0-2.0-1.0-0.26","immediate","trial","04/03/2022","16:59:47","p992kaz2f"
"514.8000000002794","80","19.93","20.00","365","reward","0","html-keyboard-response","345","301919","0.0-4.0-2.0-1.0-0.27","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"350.89999999990687","80","3.85","5.00","30","reward","0","html-keyboard-response","348","304278","0.0-4.0-2.0-1.0-0.28","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"391.60000000009313","80","19.99","20.00","7","reward","0","html-keyboard-response","351","306676","0.0-4.0-2.0-1.0-0.29","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"345.10000000009313","80","10.75","50.00","365","reward","0","html-keyboard-response","354","309030","0.0-4.0-2.0-1.0-0.30","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"426.6999999997206","80","17.86","50.00","180","reward","0","html-keyboard-response","357","311463","0.0-4.0-2.0-1.0-0.31","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"350.6999999997206","80","8.47","10.00","180","reward","1","html-keyboard-response","360","313819","0.0-4.0-2.0-1.0-0.32","immediate","trial","04/03/2022","16:59:47","p992kaz2f"
"556.3999999999069","80","4.97","5.00","7","reward","1","html-keyboard-response","363","316385","0.0-4.0-2.0-1.0-0.33","immediate","trial","04/03/2022","16:59:47","p992kaz2f"
"410.39999999990687","80","9.62","50.00","7","reward","1","html-keyboard-response","366","318802","0.0-4.0-2.0-1.0-0.34","immediate","trial","04/03/2022","16:59:47","p992kaz2f"
"400.8000000002794","80","0.02","5.00","365","reward","0","html-keyboard-response","369","321208","0.0-4.0-2.0-1.0-0.35","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"326.89999999990687","80","4.99","5.00","90","reward","1","html-keyboard-response","372","323539","0.0-4.0-2.0-1.0-0.36","immediate","trial","04/03/2022","16:59:47","p992kaz2f"
"454.09999999962747","80","1.05","20.00","30","reward","1","html-keyboard-response","375","326003","0.0-4.0-2.0-1.0-0.37","immediate","trial","04/03/2022","16:59:47","p992kaz2f"
"391.40000000037253","80","19.42","20.00","30","reward","1","html-keyboard-response","378","328399","0.0-4.0-2.0-1.0-0.38","immediate","trial","04/03/2022","16:59:47","p992kaz2f"
"455.5","80","1.92","10.00","7","reward","1","html-keyboard-response","381","330863","0.0-4.0-2.0-1.0-0.39","immediate","trial","04/03/2022","16:59:47","p992kaz2f"
"528.3999999999069","80","-19.93","-20.00","365","loss","0","html-keyboard-response","385","334732","0.0-4.0-3.0-1.0-0.0","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"422","80","-9.99","-10.00","30","loss","1","html-keyboard-response","388","337160","0.0-4.0-3.0-1.0-0.1","immediate","trial","04/03/2022","16:59:47","p992kaz2f"
"398.89999999990687","80","-1.79","-5.00","180","loss","0","html-keyboard-response","391","339569","0.0-4.0-3.0-1.0-0.2","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"363.70000000018626","80","-0.05","-10.00","365","loss","0","html-keyboard-response","394","341939","0.0-4.0-3.0-1.0-0.3","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"443.79999999981374","80","-26.32","-50.00","90","loss","0","html-keyboard-response","397","344393","0.0-4.0-3.0-1.0-0.4","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"582.6000000000931","80","-4.30","-20.00","365","loss","1","html-keyboard-response","400","346985","0.0-4.0-3.0-1.0-0.5","immediate","trial","04/03/2022","16:59:47","p992kaz2f"
